pollster,numeric_grade,state,candidate_name,pct,sample_size,pollscore,transparency_score,population,end_date,national_poll,recency
Siena/NYT,3,Montana,Kamala Harris,38,656,-1.5,9,rv,2024-10-08,0,28
Siena/NYT,3,Montana,Donald Trump,56,656,-1.5,9,rv,2024-10-08,0,28
Siena/NYT,3,Montana,Jill Stein,0,656,-1.5,9,rv,2024-10-08,0,28
Siena/NYT,3,Montana,Chase Oliver,0,656,-1.5,9,rv,2024-10-08,0,28
Siena/NYT,3,Montana,Kamala Harris,40,656,-1.5,9,lv,2024-10-08,0,28
Siena/NYT,3,Montana,Donald Trump,57,656,-1.5,9,lv,2024-10-08,0,28
Siena/NYT,3,Montana,Kamala Harris,39,656,-1.5,9,lv,2024-10-08,0,28
Siena/NYT,3,Montana,Donald Trump,56,656,-1.5,9,lv,2024-10-08,0,28
Siena/NYT,3,Montana,Jill Stein,0,656,-1.5,9,lv,2024-10-08,0,28
Siena/NYT,3,Montana,Chase Oliver,0,656,-1.5,9,lv,2024-10-08,0,28
Hart/POS,2.6,National,Kamala Harris,46,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Donald Trump,47,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Robert F. Kennedy,2,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Cornel West,0,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Jill Stein,1,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Chase Oliver,1,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Randall A. Terry,0,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Kamala Harris,48,1000,-0.7,4,rv,2024-10-08,1,28
Hart/POS,2.6,National,Donald Trump,48,1000,-0.7,4,rv,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,49,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,48,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Cornel West,0,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Jill Stein,1,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Chase Oliver,1,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,49,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,47,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Cornel West,0,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Jill Stein,1,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Chase Oliver,1,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,50,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,48,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Cornel West,0,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Jill Stein,0,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Chase Oliver,1,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,50,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,49,2631,-0.9,9.5,a,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,50,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,49,2226,-0.9,9.5,rv,2024-10-08,1,28
Ipsos,2.8,National,Kamala Harris,51,1714,-0.9,9.5,lv,2024-10-08,1,28
Ipsos,2.8,National,Donald Trump,48,1714,-0.9,9.5,lv,2024-10-08,1,28
YouGov,3,National,Kamala Harris,47,1414,-1.1,9,rv,2024-10-07,1,29
YouGov,3,National,Donald Trump,44,1414,-1.1,9,rv,2024-10-07,1,29
YouGov,3,National,Jill Stein,1,1414,-1.1,9,rv,2024-10-07,1,29
YouGov,3,National,Cornel West,0,1414,-1.1,9,rv,2024-10-07,1,29
YouGov,3,National,Kamala Harris,49,1230,-1.1,9,lv,2024-10-07,1,29
YouGov,3,National,Donald Trump,45,1230,-1.1,9,lv,2024-10-07,1,29
YouGov,3,National,Jill Stein,1,1230,-1.1,9,lv,2024-10-07,1,29
YouGov,3,National,Cornel West,0,1230,-1.1,9,lv,2024-10-07,1,29
Research Co.,2.4,Michigan,Kamala Harris,51,450,-0.5,6,lv,2024-10-07,0,29
Research Co.,2.4,Michigan,Donald Trump,48,450,-0.5,6,lv,2024-10-07,0,29
Research Co.,2.4,Pennsylvania,Kamala Harris,50,450,-0.5,6,lv,2024-10-07,0,29
Research Co.,2.4,Pennsylvania,Donald Trump,49,450,-0.5,6,lv,2024-10-07,0,29
Research Co.,2.4,Wisconsin,Kamala Harris,50,450,-0.5,6,lv,2024-10-07,0,29
Research Co.,2.4,Wisconsin,Donald Trump,48,450,-0.5,6,lv,2024-10-07,0,29
Ipsos,2.8,National,Kamala Harris,42,1272,-0.9,9.5,a,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,38,1272,-0.9,9.5,a,2024-10-07,1,29
Ipsos,2.8,National,Kamala Harris,46,1076,-0.9,9.5,rv,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,43,1076,-0.9,9.5,rv,2024-10-07,1,29
Ipsos,2.8,National,Kamala Harris,47,1076,-0.9,9.5,lv,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,45,1076,-0.9,9.5,lv,2024-10-07,1,29
Ipsos,2.8,National,Kamala Harris,48,1272,-0.9,9.5,a,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,47,1272,-0.9,9.5,a,2024-10-07,1,29
Ipsos,2.8,National,Kamala Harris,50,1076,-0.9,9.5,rv,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,48,1076,-0.9,9.5,rv,2024-10-07,1,29
Ipsos,2.8,National,Kamala Harris,51,1076,-0.9,9.5,lv,2024-10-07,1,29
Ipsos,2.8,National,Donald Trump,49,1076,-0.9,9.5,lv,2024-10-07,1,29
Quinnipiac,2.8,Michigan,Kamala Harris,47,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Donald Trump,50,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Jill Stein,0,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Chase Oliver,1,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Cornel West,1,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Randall A. Terry,0,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Kamala Harris,47,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Michigan,Donald Trump,51,1007,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Kamala Harris,49,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Donald Trump,46,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Jill Stein,1,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Chase Oliver,1,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Kamala Harris,49,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Pennsylvania,Donald Trump,47,1412,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Kamala Harris,46,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Donald Trump,48,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Jill Stein,1,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Chase Oliver,1,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Cornel West,0,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Randall A. Terry,0,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Claudia De La Cruz,0,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Kamala Harris,47,1073,-0.5,9,lv,2024-10-07,0,29
Quinnipiac,2.8,Wisconsin,Donald Trump,49,1073,-0.5,9,lv,2024-10-07,0,29
Marist,2.9,Florida,Kamala Harris,47,1257,-0.9,9,lv,2024-10-07,0,29
Marist,2.9,Florida,Donald Trump,51,1257,-0.9,9,lv,2024-10-07,0,29
Marist,2.9,Florida,Kamala Harris,47,1410,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Florida,Donald Trump,51,1410,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Texas,Kamala Harris,46,1365,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Texas,Donald Trump,52,1365,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Texas,Kamala Harris,46,1186,-0.9,9,lv,2024-10-07,0,29
Marist,2.9,Texas,Donald Trump,53,1186,-0.9,9,lv,2024-10-07,0,29
Marist,2.9,Ohio,Kamala Harris,46,1511,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Ohio,Donald Trump,52,1511,-0.9,9,rv,2024-10-07,0,29
Marist,2.9,Ohio,Kamala Harris,46,1327,-0.9,9,lv,2024-10-07,0,29
Marist,2.9,Ohio,Donald Trump,52,1327,-0.9,9,lv,2024-10-07,0,29
The Washington Post,3,Ohio,Kamala Harris,45,1002,-1.2,9,lv,2024-10-07,0,29
The Washington Post,3,Ohio,Donald Trump,51,1002,-1.2,9,lv,2024-10-07,0,29
The Washington Post,3,Ohio,Kamala Harris,44,1002,-1.2,9,rv,2024-10-07,0,29
The Washington Post,3,Ohio,Donald Trump,51,1002,-1.2,9,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Kamala Harris,38,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Donald Trump,54,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Kamala Harris,36,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Donald Trump,54,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Joel Skousen,0,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Cornel West,2,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Chase Oliver,2,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Jill Stein,0,539,-0.4,6,lv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Kamala Harris,39,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Donald Trump,52,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Kamala Harris,37,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Donald Trump,51,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Joel Skousen,0,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Cornel West,2,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Chase Oliver,1,600,-0.4,6,rv,2024-10-07,0,29
Noble Predictive Insights,2.4,Utah,Jill Stein,1,600,-0.4,6,rv,2024-10-07,0,29
Research Co.,2.4,National,Kamala Harris,49,1001,-0.5,6,lv,2024-10-06,1,30
Research Co.,2.4,National,Donald Trump,45,1001,-0.5,6,lv,2024-10-06,1,30
Pew,2.5,National,Kamala Harris,48,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Donald Trump,47,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Robert F. Kennedy,2,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Chase Oliver,1,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Jill Stein,1,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Cornel West,0,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Kamala Harris,50,4025,-0.4,8,rv,2024-10-06,1,30
Pew,2.5,National,Donald Trump,49,4025,-0.4,8,rv,2024-10-06,1,30
Siena/NYT,3,National,Kamala Harris,49,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,National,Donald Trump,46,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,National,Kamala Harris,47,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,National,Donald Trump,44,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,National,Jill Stein,1,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,National,Chase Oliver,1,3385,-1.5,9,lv,2024-10-06,1,30
Siena/NYT,3,Florida,Kamala Harris,41,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Donald Trump,55,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Kamala Harris,40,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Donald Trump,53,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Jill Stein,0,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Chase Oliver,0,622,-1.5,9,lv,2024-10-06,0,30
Siena/NYT,3,Florida,Kamala Harris,41,622,-1.5,9,rv,2024-10-06,0,30
Siena/NYT,3,Florida,Donald Trump,54,622,-1.5,9,rv,2024-10-06,0,30
Siena/NYT,3,Florida,Kamala Harris,40,622,-1.5,9,rv,2024-10-06,0,30
Siena/NYT,3,Florida,Donald Trump,53,622,-1.5,9,rv,2024-10-06,0,30
Siena/NYT,3,Florida,Jill Stein,0,622,-1.5,9,rv,2024-10-06,0,30
Siena/NYT,3,Florida,Chase Oliver,1,622,-1.5,9,rv,2024-10-06,0,30
Suffolk,2.9,Massachusetts,Kamala Harris,61.2,500,-1,8,lv,2024-10-05,0,31
Suffolk,2.9,Massachusetts,Donald Trump,32.2,500,-1,8,lv,2024-10-05,0,31
Suffolk,2.9,Massachusetts,Shiva Ayyadurai,0.8,500,-1,8,lv,2024-10-05,0,31
Suffolk,2.9,Massachusetts,Claudia De La Cruz,0.8,500,-1,8,lv,2024-10-05,0,31
Suffolk,2.9,Massachusetts,Chase Oliver,0.2,500,-1,8,lv,2024-10-05,0,31
Suffolk,2.9,Massachusetts,Jill Stein,1.2,500,-1,8,lv,2024-10-05,0,31
YouGov,3,National,Kamala Harris,46,1150,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Donald Trump,45,1150,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Cornel West,1,1150,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Jill Stein,1,1150,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Chase Oliver,1,1150,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Kamala Harris,47,1032,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Donald Trump,47,1032,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Cornel West,1,1032,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Jill Stein,1,1032,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Chase Oliver,1,1032,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Kamala Harris,48,1151,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Donald Trump,46,1151,-1.1,9,rv,2024-10-04,1,32
YouGov,3,National,Kamala Harris,48,1033,-1.1,9,lv,2024-10-04,1,32
YouGov,3,National,Donald Trump,47,1033,-1.1,9,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Kamala Harris,49,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Donald Trump,46,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Chase Oliver,0,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Jill Stein,1,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Kamala Harris,49,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Donald Trump,47,2290,-0.4,6,lv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Kamala Harris,47,2560,-0.4,6,rv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Donald Trump,46,2560,-0.4,6,rv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Kamala Harris,47,2560,-0.4,6,rv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Donald Trump,45,2560,-0.4,6,rv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Chase Oliver,1,2560,-0.4,6,rv,2024-10-04,1,32
Noble Predictive Insights,2.4,National,Jill Stein,1,2560,-0.4,6,rv,2024-10-04,1,32
Mason-Dixon,2.6,Florida,Kamala Harris,43,625,-1.1,6,lv,2024-10-04,0,32
Mason-Dixon,2.6,Florida,Donald Trump,49,625,-1.1,6,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Kamala Harris,44,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Donald Trump,50,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Kamala Harris,42,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Donald Trump,49,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Jill Stein,2,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Chase Oliver,2,617,-1.5,9,lv,2024-10-04,0,32
Siena/NYT,3,Texas,Kamala Harris,44,617,-1.5,9,rv,2024-10-04,0,32
Siena/NYT,3,Texas,Donald Trump,50,617,-1.5,9,rv,2024-10-04,0,32
Siena/NYT,3,Texas,Kamala Harris,41,617,-1.5,9,rv,2024-10-04,0,32
Siena/NYT,3,Texas,Donald Trump,48,617,-1.5,9,rv,2024-10-04,0,32
Siena/NYT,3,Texas,Jill Stein,2,617,-1.5,9,rv,2024-10-04,0,32
Siena/NYT,3,Texas,Chase Oliver,3,617,-1.5,9,rv,2024-10-04,0,32
Christopher Newport U.,2.8,Virginia,Kamala Harris,52,800,-0.6,9,lv,2024-10-04,0,32
Christopher Newport U.,2.8,Virginia,Donald Trump,41,800,-0.6,9,lv,2024-10-04,0,32
Data for Progress,2.6,National,Kamala Harris,49,1211,-1.2,10,lv,2024-10-03,1,33
Data for Progress,2.6,National,Donald Trump,46,1211,-1.2,10,lv,2024-10-03,1,33
Cygnal,2.1,National,Kamala Harris,47.2,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Donald Trump,44.5,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Robert F. Kennedy,2,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Jill Stein,1,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Cornel West,1,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Chase Oliver,1,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Kamala Harris,50.3,1500,-1.1,4,lv,2024-10-03,1,33
Cygnal,2.1,National,Donald Trump,47,1500,-1.1,4,lv,2024-10-03,1,33
RMG Research,2.3,National,Kamala Harris,49,2965,-0.4,5,lv,2024-10-03,1,33
RMG Research,2.3,National,Donald Trump,49,2965,-0.4,5,lv,2024-10-03,1,33
RMG Research,2.3,Nevada,Kamala Harris,49,782,-0.4,5,lv,2024-10-03,0,33
RMG Research,2.3,Nevada,Donald Trump,49,782,-0.4,5,lv,2024-10-03,0,33
St. Anselm,2.4,New Hampshire,Kamala Harris,51,2104,-0.5,6,lv,2024-10-02,0,34
St. Anselm,2.4,New Hampshire,Donald Trump,44,2104,-0.5,6,lv,2024-10-02,0,34
St. Anselm,2.4,New Hampshire,Jill Stein,1,2104,-0.5,6,lv,2024-10-02,0,34
St. Anselm,2.4,New Hampshire,Chase Oliver,1,2104,-0.5,6,lv,2024-10-02,0,34
St. Anselm,2.4,New Hampshire,Cornel West,0,2104,-0.5,6,lv,2024-10-02,0,34
RMG Research,2.3,Arizona,Kamala Harris,46,783,-0.4,5,lv,2024-10-02,0,34
RMG Research,2.3,Arizona,Donald Trump,50,783,-0.4,5,lv,2024-10-02,0,34
YouGov/Center for Working Class Politics,3,Pennsylvania,Kamala Harris,46.8,1000,-1.1,4.5,rv,2024-10-02,0,34
YouGov/Center for Working Class Politics,3,Pennsylvania,Donald Trump,44.7,1000,-1.1,4.5,rv,2024-10-02,0,34
YouGov,3,National,Kamala Harris,48,1463,-1.1,9,rv,2024-10-01,1,35
YouGov,3,National,Donald Trump,45,1463,-1.1,9,rv,2024-10-01,1,35
YouGov,3,National,Jill Stein,1,1463,-1.1,9,rv,2024-10-01,1,35
YouGov,3,National,Cornel West,0,1463,-1.1,9,rv,2024-10-01,1,35
YouGov,3,National,Kamala Harris,49,1261,-1.1,9,lv,2024-10-01,1,35
YouGov,3,National,Donald Trump,46,1261,-1.1,9,lv,2024-10-01,1,35
YouGov,3,National,Jill Stein,1,1261,-1.1,9,lv,2024-10-01,1,35
YouGov,3,National,Cornel West,0,1261,-1.1,9,lv,2024-10-01,1,35
Emerson,2.9,National,Kamala Harris,50.2,1000,-1.1,7,lv,2024-10-01,1,35
Emerson,2.9,National,Donald Trump,48.6,1000,-1.1,7,lv,2024-10-01,1,35
Marist,2.9,National,Kamala Harris,50,1294,-0.9,9,lv,2024-10-01,1,35
Marist,2.9,National,Donald Trump,48,1294,-0.9,9,lv,2024-10-01,1,35
Marist,2.9,National,Kamala Harris,50,1514,-0.9,9,rv,2024-10-01,1,35
Marist,2.9,National,Donald Trump,47,1514,-0.9,9,rv,2024-10-01,1,35
UC Berkeley,2.5,California,Kamala Harris,57,3045,-0.2,9,lv,2024-10-01,0,35
UC Berkeley,2.5,California,Donald Trump,35,3045,-0.2,9,lv,2024-10-01,0,35
UC Berkeley,2.5,California,Robert F. Kennedy,2,3045,-0.2,9,lv,2024-10-01,0,35
UC Berkeley,2.5,California,Cornel West,1,3045,-0.2,9,lv,2024-10-01,0,35
UC Berkeley,2.5,California,Jill Stein,1,3045,-0.2,9,lv,2024-10-01,0,35
UC Berkeley,2.5,California,Chase Oliver,0,3045,-0.2,9,lv,2024-10-01,0,35
Susquehanna,2.3,National,Kamala Harris,49,1001,-0.3,5.5,lv,2024-10-01,1,35
Susquehanna,2.3,National,Donald Trump,44,1001,-0.3,5.5,lv,2024-10-01,1,35
Mitchell,2.4,Michigan,Kamala Harris,48,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Donald Trump,49,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Kamala Harris,47,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Donald Trump,47,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Robert F. Kennedy,2,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Jill Stein,1,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Chase Oliver,1,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Joseph Kishore,0,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Randall A. Terry,0,709,-0.2,7,lv,2024-09-30,0,36
Mitchell,2.4,Michigan,Cornel West,0,709,-0.2,7,lv,2024-09-30,0,36
InsiderAdvantage,2,Arizona,Kamala Harris,47.7,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,Arizona,Donald Trump,49.1,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,Nevada,Kamala Harris,48.4,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,Nevada,Donald Trump,49.3,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,North Carolina,Kamala Harris,49.3,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,North Carolina,Donald Trump,49.5,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,Georgia,Kamala Harris,48.3,800,-0.3,5,lv,2024-09-30,0,36
InsiderAdvantage,2,Georgia,Donald Trump,48.1,800,-0.3,5,lv,2024-09-30,0,36
Leger,2,National,Kamala Harris,51,837,0,9,lv,2024-09-29,1,37
Leger,2,National,Donald Trump,47,837,0,9,lv,2024-09-29,1,37
Leger,2,National,Kamala Harris,50,888,0,9,rv,2024-09-29,1,37
Leger,2,National,Donald Trump,48,888,0,9,rv,2024-09-29,1,37
The Washington Post,3,North Carolina,Kamala Harris,48,1001,-1.2,9,lv,2024-09-29,0,37
The Washington Post,3,North Carolina,Donald Trump,50,1001,-1.2,9,lv,2024-09-29,0,37
The Washington Post,3,North Carolina,Kamala Harris,47,1001,-1.2,9,rv,2024-09-29,0,37
The Washington Post,3,North Carolina,Donald Trump,50,1001,-1.2,9,rv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Kamala Harris,47,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Donald Trump,49,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Jill Stein,1,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Chase Oliver,0,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Cornel West,1,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Randall A. Terry,0,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Kamala Harris,48,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Donald Trump,49,953,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Kamala Harris,44,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Donald Trump,50,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Jill Stein,0,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Chase Oliver,1,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Cornel West,1,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Claudia De La Cruz,1,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Kamala Harris,45,942,-0.5,9,lv,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Donald Trump,50,942,-0.5,9,lv,2024-09-29,0,37
National Research,2,Arizona,Kamala Harris,47,600,-0.5,1,lv,2024-09-29,0,37
National Research,2,Arizona,Donald Trump,46,600,-0.5,1,lv,2024-09-29,0,37
Winthrop U.,2.5,South Carolina,Kamala Harris,42,1068,-0.3,8.5,lv,2024-09-29,0,37
Winthrop U.,2.5,South Carolina,Donald Trump,51.6,1068,-0.3,8.5,lv,2024-09-29,0,37
High Point University,2.5,North Carolina,Kamala Harris,48,814,-0.4,8,rv,2024-09-29,0,37
High Point University,2.5,North Carolina,Donald Trump,46,814,-0.4,8,rv,2024-09-29,0,37
High Point University,2.5,North Carolina,Kamala Harris,48,589,-0.4,8,lv,2024-09-29,0,37
High Point University,2.5,North Carolina,Donald Trump,48,589,-0.4,8,lv,2024-09-29,0,37
