pollster,numeric_grade,state,candidate_name,pct,sample_size,pollscore,population,end_date,national_poll,recency
Siena/NYT,3,Arizona,Kamala Harris,45,713,-1.5,lv,2024-09-21,0,45
Siena/NYT,3,Arizona,Kamala Harris,42,713,-1.5,rv,2024-09-21,0,45
Siena/NYT,3,Arizona,Kamala Harris,43,713,-1.5,lv,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,44,682,-1.5,rv,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,45,682,-1.5,lv,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,43,682,-1.5,rv,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,44,682,-1.5,lv,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,47,682,-1.5,rv,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,47,682,-1.5,lv,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,46,682,-1.5,rv,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,45,682,-1.5,lv,2024-09-21,0,45
YouGov,3,National,Kamala Harris,52,3129,-1.1,lv,2024-09-20,1,46
RMG Research,2.3,Ohio,Kamala Harris,43,781,-0.4,lv,2024-09-20,0,46
RMG Research,2.3,Pennsylvania,Kamala Harris,49,783,-0.4,lv,2024-09-20,0,46
Remington,2.6,Michigan,Kamala Harris,49,800,-0.6,lv,2024-09-20,0,46
Remington,2.6,Nevada,Kamala Harris,48,800,-0.6,lv,2024-09-20,0,46
Remington,2.6,Pennsylvania,Kamala Harris,47,800,-0.6,lv,2024-09-20,0,46
Remington,2.6,Wisconsin,Kamala Harris,48,800,-0.6,lv,2024-09-20,0,46
Remington,2.6,Montana,Kamala Harris,39,800,-0.6,lv,2024-09-20,0,46
RMG Research,2.3,National,Kamala Harris,50,2969,-0.4,lv,2024-09-19,1,47
Muhlenberg,2.8,Pennsylvania,Kamala Harris,48,450,-1,lv,2024-09-19,0,47
RMG Research,2.3,Montana,Kamala Harris,38,491,-0.4,lv,2024-09-19,0,47
University of Massachusetts Lowell/YouGov,2.9,Michigan,Kamala Harris,48,650,-1,lv,2024-09-19,0,47
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,Kamala Harris,48,800,-1,lv,2024-09-19,0,47
Mason-Dixon,2.6,Minnesota,Kamala Harris,48,800,-1.1,lv,2024-09-18,0,48
Suffolk,2.9,Michigan,Kamala Harris,47.6,500,-1,lv,2024-09-18,0,48
Emerson,2.9,Arizona,Kamala Harris,48.7,868,-1.1,lv,2024-09-18,0,48
Emerson,2.9,Georgia,Kamala Harris,48.2,975,-1.1,lv,2024-09-18,0,48
Emerson,2.9,Michigan,Kamala Harris,50,875,-1.1,lv,2024-09-18,0,48
Emerson,2.9,Nevada,Kamala Harris,48.8,895,-1.1,lv,2024-09-18,0,48
Emerson,2.9,Pennsylvania,Kamala Harris,49.6,880,-1.1,lv,2024-09-18,0,48
Emerson,2.9,North Carolina,Kamala Harris,49.7,1000,-1.1,lv,2024-09-18,0,48
Emerson,2.9,Wisconsin,Kamala Harris,48.7,1000,-1.1,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,50,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,52,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,60,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,63,800,-0.8,lv,2024-09-18,0,48
SurveyUSA,2.8,New Mexico,Kamala Harris,50,619,-1.3,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,51,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,53,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Connecticut,Kamala Harris,53,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Rhode Island,Kamala Harris,53,800,-0.8,lv,2024-09-18,0,48
MassINC Polling Group,2.8,Rhode Island,Kamala Harris,56,800,-0.8,lv,2024-09-18,0,48
YouGov,3,National,Kamala Harris,49,1445,-1.1,rv,2024-09-17,1,49
Hart/POS,2.6,National,Kamala Harris,49,1000,-0.7,rv,2024-09-17,1,49
Hart/POS,2.6,National,Kamala Harris,47,1000,-0.7,rv,2024-09-17,1,49
Marist,2.9,Pennsylvania,Kamala Harris,49,1663,-0.9,rv,2024-09-17,0,49
Marist,2.9,Pennsylvania,Kamala Harris,49,1476,-0.9,lv,2024-09-17,0,49
Marist,2.9,Wisconsin,Kamala Harris,50,1312,-0.9,rv,2024-09-17,0,49
Marist,2.9,Wisconsin,Kamala Harris,50,1194,-0.9,lv,2024-09-17,0,49
Marist,2.9,Michigan,Kamala Harris,50,1282,-0.9,rv,2024-09-17,0,49
Marist,2.9,Michigan,Kamala Harris,52,1138,-0.9,lv,2024-09-17,0,49
Data for Progress,2.6,National,Kamala Harris,50,6152,-1.2,lv,2024-09-17,1,49
Cygnal,2.1,North Carolina,Kamala Harris,45.3,600,-1.1,lv,2024-09-16,0,50
Angus Reid,2,National,Kamala Harris,49,1707,-0.1,rv,2024-09-16,1,50
Beacon/Shaw,2.8,National,Kamala Harris,50,1102,-1.1,rv,2024-09-16,1,50
Beacon/Shaw,2.8,National,Kamala Harris,50,876,-1.1,lv,2024-09-16,1,50
Quinnipiac,2.8,Pennsylvania,Kamala Harris,51,1331,-0.5,lv,2024-09-16,0,50
Quinnipiac,2.8,Pennsylvania,Kamala Harris,51,1331,-0.5,lv,2024-09-16,0,50
Quinnipiac,2.8,Michigan,Kamala Harris,50,905,-0.5,lv,2024-09-16,0,50
Quinnipiac,2.8,Michigan,Kamala Harris,51,905,-0.5,lv,2024-09-16,0,50
Quinnipiac,2.8,Wisconsin,Kamala Harris,48,1075,-0.5,lv,2024-09-16,0,50
Quinnipiac,2.8,Wisconsin,Kamala Harris,49,1075,-0.5,lv,2024-09-16,0,50
U. New Hampshire,2.6,Rhode Island,Kamala Harris,58,683,-0.3,lv,2024-09-16,0,50
U. New Hampshire,2.6,Massachusetts,Kamala Harris,62,564,-0.3,lv,2024-09-16,0,50
U. New Hampshire,2.6,New Hampshire,Kamala Harris,54,1695,-0.3,lv,2024-09-16,0,50
The Washington Post,3,Pennsylvania,Kamala Harris,48,1003,-1.2,lv,2024-09-16,0,50
The Washington Post,3,Pennsylvania,Kamala Harris,48,1003,-1.2,lv,2024-09-16,0,50
Siena/NYT,3,National,Kamala Harris,47,2437,-1.5,lv,2024-09-16,1,50
Siena/NYT,3,National,Kamala Harris,46,2437,-1.5,rv,2024-09-16,1,50
Siena/NYT,3,National,Kamala Harris,45,2437,-1.5,rv,2024-09-16,1,50
Siena/NYT,3,National,Kamala Harris,46,2437,-1.5,lv,2024-09-16,1,50
Siena,2.7,New York,Kamala Harris,52,1003,-0.8,lv,2024-09-16,0,50
Siena,2.7,New York,Kamala Harris,55,1003,-0.8,lv,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,50,1082,-1.5,rv,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,50,1082,-1.5,lv,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,48,1082,-1.5,rv,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,49,1082,-1.5,lv,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,48,692,-0.4,lv,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,48,812,-0.4,rv,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,47,692,-0.4,lv,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,46,812,-0.4,rv,2024-09-16,0,50
InsiderAdvantage,2,Pennsylvania,Kamala Harris,48.4,800,-0.3,lv,2024-09-15,0,51
U. Georgia SPIA,2.2,Georgia,Kamala Harris,44.4,1000,-0.2,lv,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine,Kamala Harris,50,812,-0.1,lv,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine CD-1,Kamala Harris,58,414,-0.1,lv,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine CD-2,Kamala Harris,42,398,-0.1,lv,2024-09-15,0,51
Franklin and Marshall College,2.4,Pennsylvania,Kamala Harris,49,890,-0.1,rv,2024-09-15,0,51
Suffolk,2.9,Pennsylvania,Kamala Harris,48.6,500,-1,lv,2024-09-14,0,52
Data for Progress,2.6,National,Kamala Harris,50,1283,-1.2,lv,2024-09-13,1,53
Emerson,2.9,Maryland,Kamala Harris,65.3,890,-1.1,lv,2024-09-13,0,53
Emerson,2.9,Missouri,Kamala Harris,43.4,850,-1.1,lv,2024-09-13,0,53
Emerson,2.9,Indiana,Kamala Harris,40.7,1000,-1.1,lv,2024-09-13,0,53
YouGov,3,National,Kamala Harris,50,1177,-1.1,rv,2024-09-13,1,53
YouGov,3,National,Kamala Harris,50,1090,-1.1,lv,2024-09-13,1,53
YouGov,3,National,Kamala Harris,48,1175,-1.1,rv,2024-09-13,1,53
YouGov,3,National,Kamala Harris,49,1090,-1.1,lv,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,51,3276,-0.9,a,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,51,2772,-0.9,rv,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,52,2196,-0.9,lv,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,51,3276,-0.9,a,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,50,2772,-0.9,rv,2024-09-13,1,53
Ipsos,2.8,National,Kamala Harris,51,2196,-0.9,lv,2024-09-13,1,53
Research & Polling,2.1,New Mexico,Kamala Harris,49,532,-0.9,lv,2024-09-13,0,53
Elon U.,2.5,North Carolina,Kamala Harris,46,800,-0.6,rv,2024-09-13,0,53
InsiderAdvantage,2,Michigan,Kamala Harris,48,800,-0.3,lv,2024-09-12,0,54
Ipsos,2.8,National,Kamala Harris,47,1405,-0.9,rv,2024-09-12,1,54
Ipsos,2.8,National,Kamala Harris,43,1690,-0.9,a,2024-09-12,1,54
St. Anselm,2.4,New Hampshire,Kamala Harris,51,2241,-0.5,lv,2024-09-12,0,54
St. Anselm,2.4,New Hampshire,Kamala Harris,51,2241,-0.5,lv,2024-09-12,0,54
InsiderAdvantage,2,Wisconsin,Kamala Harris,49,800,-0.3,lv,2024-09-12,0,54
AtlasIntel,2.7,National,Kamala Harris,48,1775,-0.8,lv,2024-09-12,1,54
AtlasIntel,2.7,National,Kamala Harris,47.3,1775,-0.8,lv,2024-09-12,1,54
RMG Research,2.3,National,Kamala Harris,51,2756,-0.4,lv,2024-09-12,1,54
GQR,2,Missouri,Kamala Harris,44,645,0.1,lv,2024-09-12,0,54
Mitchell,2.4,Michigan,Kamala Harris,48,580,-0.2,lv,2024-09-11,0,55
Mitchell,2.4,Michigan,Kamala Harris,47,580,-0.2,lv,2024-09-11,0,55
Leger,2,National,Kamala Harris,47,1174,0,lv,2024-09-11,1,55
Selzer,2.8,Iowa,Kamala Harris,43,656,-1.2,lv,2024-09-11,0,55
YouGov,3,National,Kamala Harris,45,1464,-1.1,rv,2024-09-10,1,56
Data Orbital,2.9,Arizona,Kamala Harris,46,550,-0.9,lv,2024-09-09,0,57
PPIC,2.5,California,Kamala Harris,60,1071,-0.4,lv,2024-09-09,0,57
Quinnipiac,2.8,North Carolina,Kamala Harris,49,940,-0.5,lv,2024-09-08,0,58
Quinnipiac,2.8,North Carolina,Kamala Harris,50,940,-0.5,lv,2024-09-08,0,58
Quinnipiac,2.8,Georgia,Kamala Harris,45,969,-0.5,lv,2024-09-08,0,58
Quinnipiac,2.8,Georgia,Kamala Harris,46,969,-0.5,lv,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,50,1005,-0.8,lv,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,51,1005,-0.8,lv,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,49,1005,-0.8,rv,2024-09-08,0,58
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,51,1005,-0.8,rv,2024-09-08,0,58
SurveyUSA,2.8,North Carolina,Kamala Harris,49,676,-1.3,lv,2024-09-07,0,59
YouGov,3,Michigan,Kamala Harris,50,1077,-1.1,lv,2024-09-06,0,60
YouGov,3,Pennsylvania,Kamala Harris,50,1078,-1.1,lv,2024-09-06,0,60
YouGov,3,Wisconsin,Kamala Harris,51,946,-1.1,lv,2024-09-06,0,60
Siena/NYT,3,National,Kamala Harris,47,1695,-1.5,lv,2024-09-06,1,60
Siena/NYT,3,National,Kamala Harris,45,1695,-1.5,lv,2024-09-06,1,60
Siena/NYT,3,National,Kamala Harris,46,1695,-1.5,rv,2024-09-06,1,60
Siena/NYT,3,National,Kamala Harris,44,1695,-1.5,rv,2024-09-06,1,60
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,46,813,-0.1,a,2024-09-06,0,60
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,49.4,749,-0.1,rv,2024-09-06,0,60
RMG Research,2.3,National,Kamala Harris,50,2701,-0.4,lv,2024-09-05,1,61
Emerson,2.9,California,Kamala Harris,60.8,815,-1.1,lv,2024-09-05,0,61
Emerson,2.9,Florida,Kamala Harris,47.6,815,-1.1,lv,2024-09-05,0,61
Emerson,2.9,Texas,Kamala Harris,48,845,-1.1,lv,2024-09-05,0,61
Emerson,2.9,Ohio,Kamala Harris,44.7,945,-1.1,lv,2024-09-05,0,61
Marist,2.9,National,Kamala Harris,49,1413,-0.9,rv,2024-09-05,1,61
Cygnal,2.1,National,Kamala Harris,46.2,1510,-1.1,lv,2024-09-05,1,61
Cygnal,2.1,National,Kamala Harris,49,1510,-1.1,lv,2024-09-05,1,61
Marquette Law School,3,Wisconsin,Kamala Harris,52,822,-1.1,rv,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,52,738,-1.1,lv,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,47,822,-1.1,rv,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Kamala Harris,48,738,-1.1,lv,2024-09-05,0,61
Emerson,2.9,National,Kamala Harris,51.3,1000,-1.1,lv,2024-09-04,1,62
SurveyMonkey,2,National,Kamala Harris,44,18123,0.2,rv,2024-09-04,1,62
SurveyMonkey,2,National,Kamala Harris,39,20762,0.2,a,2024-09-04,1,62
Kaiser Family Foundation,2.5,National,Kamala Harris,48,1084,-0.3,rv,2024-09-04,1,62
YouGov,3,National,Kamala Harris,47,1389,-1.1,rv,2024-09-03,1,63
Pew,2.5,National,Kamala Harris,49,8044,-0.4,rv,2024-09-02,1,64
Cygnal,2.1,Alaska,Kamala Harris,43.1,400,-1.1,lv,2024-09-01,0,65
Cygnal,2.1,Michigan,Kamala Harris,47,600,-1.1,lv,2024-09-01,0,65
InsiderAdvantage,2,Nevada,Kamala Harris,46.5,800,-0.3,lv,2024-08-31,0,66
InsiderAdvantage,2,Arizona,Kamala Harris,48.4,800,-0.3,lv,2024-08-31,0,66
InsiderAdvantage,2,North Carolina,Kamala Harris,48.4,800,-0.3,lv,2024-08-31,0,66
InsiderAdvantage,2,Georgia,Kamala Harris,48.3,800,-0.3,lv,2024-08-31,0,66
YouGov,3,Texas,Kamala Harris,44,1200,-1.1,rv,2024-08-31,0,66
YouGov,3,Texas,Kamala Harris,44,1200,-1.1,rv,2024-08-31,0,66
SurveyUSA,2.8,Minnesota,Kamala Harris,48,635,-1.3,lv,2024-08-29,0,68
CNN/SSRS,2.8,Arizona,Kamala Harris,44,682,-0.6,lv,2024-08-29,0,68
CNN/SSRS,2.8,Georgia,Kamala Harris,48,617,-0.6,lv,2024-08-29,0,68
CNN/SSRS,2.8,Michigan,Kamala Harris,48,708,-0.6,lv,2024-08-29,0,68
CNN/SSRS,2.8,Nevada,Kamala Harris,48,626,-0.6,lv,2024-08-29,0,68
CNN/SSRS,2.8,Pennsylvania,Kamala Harris,47,789,-0.6,lv,2024-08-29,0,68
CNN/SSRS,2.8,Wisconsin,Kamala Harris,50,976,-0.6,lv,2024-08-29,0,68
RMG Research,2.3,National,Kamala Harris,51,2441,-0.4,lv,2024-08-28,1,69
East Carolina University,2.6,North Carolina,Kamala Harris,46.9,920,-0.5,lv,2024-08-28,0,69
Emerson,2.9,Arizona,Kamala Harris,47.5,720,-1.1,lv,2024-08-28,0,69
Emerson,2.9,Michigan,Kamala Harris,51.2,800,-1.1,lv,2024-08-28,0,69
Emerson,2.9,Nevada,Kamala Harris,49.4,1168,-1.1,lv,2024-08-28,0,69
Emerson,2.9,Pennsylvania,Kamala Harris,49.4,950,-1.1,lv,2024-08-28,0,69
Emerson,2.9,Wisconsin,Kamala Harris,49.1,850,-1.1,lv,2024-08-28,0,69
Emerson,2.9,North Carolina,Kamala Harris,49,775,-1.1,lv,2024-08-28,0,69
Emerson,2.9,Georgia,Kamala Harris,50.1,800,-1.1,lv,2024-08-28,0,69
Suffolk,2.9,National,Kamala Harris,47.6,1000,-1,lv,2024-08-28,1,69
Ipsos,2.8,National,Kamala Harris,44,3562,-0.9,rv,2024-08-28,1,69
Ipsos,2.8,National,Kamala Harris,41,4253,-0.9,a,2024-08-28,1,69
Ipsos,2.8,National,Kamala Harris,45,3562,-0.9,rv,2024-08-28,1,69
Ipsos,2.8,National,Kamala Harris,40,4253,-0.9,a,2024-08-28,1,69
YouGov,3,National,Kamala Harris,47,1368,-1.1,rv,2024-08-27,1,70
Quinnipiac,2.8,National,Kamala Harris,49,1611,-0.5,lv,2024-08-27,1,70
Quinnipiac,2.8,National,Kamala Harris,49,1611,-0.5,lv,2024-08-27,1,70
Ipsos,2.8,National,Kamala Harris,50,2496,-0.9,a,2024-08-27,1,70
Ipsos,2.8,National,Kamala Harris,49,2496,-0.9,a,2024-08-27,1,70
SurveyUSA,2.8,Nebraska,Kamala Harris,37,1293,-1.3,rv,2024-08-27,0,70
SurveyUSA,2.8,Nebraska CD-2,Kamala Harris,47,507,-1.3,rv,2024-08-27,0,70
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,1014,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,Arizona,Kamala Harris,50,1014,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Kamala Harris,48,1014,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Kamala Harris,50,1014,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Kamala Harris,48,1026,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Kamala Harris,50,1026,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Kamala Harris,47,999,-1.1,rv,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Kamala Harris,49,999,-1.1,rv,2024-08-26,0,71
YouGov,3,National,Kamala Harris,46,1194,-1.1,rv,2024-08-26,1,71
YouGov,3,National,Kamala Harris,47,1197,-1.1,rv,2024-08-26,1,71
YouGov,3,National,Kamala Harris,39,1788,-1.1,a,2024-08-26,1,71
YouGov,3,National,Kamala Harris,44,1200,-1.1,rv,2024-08-26,1,71
Echelon Insights,2.7,National,Kamala Harris,48,1031,-0.8,lv,2024-08-25,1,72
Echelon Insights,2.7,National,Kamala Harris,47,1031,-0.8,lv,2024-08-25,1,72
Echelon Insights,2.7,National,Kamala Harris,48,1031,-0.8,lv,2024-08-25,1,72
Leger,2,National,Kamala Harris,50,908,0,a,2024-08-25,1,72
Leger,2,National,Kamala Harris,50,863,0,lv,2024-08-25,1,72
Kaplan Strategies,2,National,Kamala Harris,50,1257,-0.9,rv,2024-08-24,1,73
Kaplan Strategies,2,National,Kamala Harris,52,1190,-0.9,lv,2024-08-24,1,73
Angus Reid,2,National,Kamala Harris,45,1758,-0.1,rv,2024-08-23,1,74
Angus Reid,2,National,Kamala Harris,47,1758,-0.1,rv,2024-08-23,1,74
YouGov,3,Pennsylvania,Kamala Harris,43,500,-1.1,a,2024-08-23,0,74
YouGov,3,Pennsylvania,Kamala Harris,43,500,-1.1,a,2024-08-23,0,74
YouGov,3,Wisconsin,Kamala Harris,48,500,-1.1,a,2024-08-23,0,74
YouGov,3,Wisconsin,Kamala Harris,45,500,-1.1,a,2024-08-23,0,74
YouGov,3,Michigan,Kamala Harris,44,500,-1.1,a,2024-08-23,0,74
YouGov,3,Michigan,Kamala Harris,44,500,-1.1,a,2024-08-23,0,74
Emerson,2.9,New Mexico,Kamala Harris,53.6,965,-1.1,rv,2024-08-22,0,75
Emerson,2.9,New Mexico,Kamala Harris,51,965,-1.1,rv,2024-08-22,0,75
RMG Research,2.3,National,Kamala Harris,49,2404,-0.4,lv,2024-08-22,1,75
RMG Research,2.3,National,Kamala Harris,48,2404,-0.4,lv,2024-08-22,1,75
YouGov,3,National,Kamala Harris,44,1835,-1.1,a,2024-08-22,1,75
SurveyUSA/High Point University,2.8,North Carolina,Kamala Harris,46,1053,-1.3,rv,2024-08-21,0,76
SurveyUSA/High Point University,2.8,North Carolina,Kamala Harris,47,941,-1.3,lv,2024-08-21,0,76
YouGov,3,National,Kamala Harris,46,1371,-1.1,rv,2024-08-20,1,77
Fairleigh Dickinson,2.6,National,Kamala Harris,50,801,-0.6,rv,2024-08-20,1,77
InsiderAdvantage,2,Pennsylvania,Kamala Harris,46,800,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Kamala Harris,50,2048,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Kamala Harris,52,2048,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Kamala Harris,67,924,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Kamala Harris,70,924,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Kamala Harris,55,951,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Kamala Harris,58,951,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,62,490,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,64,476,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,49,443,-0.3,lv,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,52,432,-0.3,lv,2024-08-19,0,78
Remington,2.6,Nebraska CD-2,Kamala Harris,50,656,-0.6,lv,2024-08-17,0,80
YouGov,3,National,Kamala Harris,51,3253,-1.1,lv,2024-08-16,1,81
YouGov,3,National,Kamala Harris,49,3253,-1.1,lv,2024-08-16,1,81
Roanoke College,2.6,Virginia,Kamala Harris,47,691,-0.4,lv,2024-08-16,0,81
Roanoke College,2.6,Virginia,Kamala Harris,45,691,-0.4,lv,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Kamala Harris,44,1003,-0.4,rv,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Kamala Harris,43,1003,-0.4,rv,2024-08-16,0,81
YouGov,3,Missouri,Kamala Harris,41,900,-1.1,lv,2024-08-16,0,81
University of Houston/Texas Southern University,2.2,Texas,Kamala Harris,44.6,1365,-0.3,lv,2024-08-16,0,81
Cygnal,2.1,Pennsylvania,Kamala Harris,47.8,800,-1.1,lv,2024-08-15,0,82
Cygnal,2.1,Pennsylvania,Kamala Harris,43.4,800,-1.1,lv,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,46,677,-1.5,rv,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,47,677,-1.5,lv,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,42,677,-1.5,rv,2024-08-15,0,82
Siena/NYT,3,Nevada,Kamala Harris,44,677,-1.5,lv,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,49,677,-1.5,rv,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,50,677,-1.5,lv,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,45,677,-1.5,rv,2024-08-15,0,82
Siena/NYT,3,Arizona,Kamala Harris,47,677,-1.5,lv,2024-08-15,0,82
Data for Progress,2.6,National,Kamala Harris,49,6067,-1.2,lv,2024-08-15,1,82
Data for Progress,2.6,National,Kamala Harris,47,6067,-1.2,lv,2024-08-15,1,82
St. Anselm,2.4,New Hampshire,Kamala Harris,51,1656,-0.5,rv,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Kamala Harris,49.3,1000,-1.1,lv,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Kamala Harris,46.8,1000,-1.1,lv,2024-08-14,0,83
Emerson,2.9,National,Kamala Harris,52.3,1000,-1.1,lv,2024-08-14,1,83
Emerson,2.9,National,Kamala Harris,48.3,1000,-1.1,lv,2024-08-14,1,83
RMG Research,2.3,National,Kamala Harris,47,2708,-0.4,lv,2024-08-14,1,83
RMG Research,2.3,National,Kamala Harris,45,2708,-0.4,lv,2024-08-14,1,83
Siena/NYT,3,North Carolina,Kamala Harris,49,655,-1.5,rv,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,49,655,-1.5,lv,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,45,655,-1.5,rv,2024-08-14,0,83
Siena/NYT,3,North Carolina,Kamala Harris,46,655,-1.5,lv,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,44,661,-1.5,rv,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,46,661,-1.5,lv,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,41,661,-1.5,rv,2024-08-14,0,83
Siena/NYT,3,Georgia,Kamala Harris,44,661,-1.5,lv,2024-08-14,0,83
RMG Research,2.3,Montana,Kamala Harris,39,540,-0.4,rv,2024-08-14,0,83
YouGov,3,National,Kamala Harris,46,1407,-1.1,rv,2024-08-13,1,84
Ipsos,2.8,National,Kamala Harris,50,2336,-0.9,a,2024-08-13,1,84
Ipsos,2.8,National,Kamala Harris,49,1975,-0.9,rv,2024-08-13,1,84
Ipsos,2.8,National,Kamala Harris,51,1505,-0.9,lv,2024-08-13,1,84
Ipsos,2.8,National,Kamala Harris,47,2336,-0.9,a,2024-08-13,1,84
Ipsos,2.8,National,Kamala Harris,47,1975,-0.9,rv,2024-08-13,1,84
Beacon/Shaw,2.8,National,Kamala Harris,45,1105,-1.1,rv,2024-08-12,1,85
Beacon/Shaw,2.8,National,Kamala Harris,49,1105,-1.1,rv,2024-08-12,1,85
Quinnipiac,2.8,Pennsylvania,Kamala Harris,48,1738,-0.5,lv,2024-08-12,0,85
Quinnipiac,2.8,Pennsylvania,Kamala Harris,50,1738,-0.5,lv,2024-08-12,0,85
Suffolk,2.9,Florida,Kamala Harris,41.8,500,-1,lv,2024-08-11,0,86
Pew,2.5,National,Kamala Harris,46,7569,-0.4,rv,2024-08-11,1,86
UC Berkeley,2.5,California,Kamala Harris,59,3765,-0.2,lv,2024-08-11,0,86
Franklin and Marshall College,2.4,Pennsylvania,Kamala Harris,46,920,-0.1,rv,2024-08-11,0,86
Siena/NYT,3,Pennsylvania,Kamala Harris,49,693,-1.5,rv,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,50,693,-1.5,lv,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,45,693,-1.5,rv,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Kamala Harris,46,693,-1.5,lv,2024-08-09,0,88
